Td		ID		Tj		Df		Dd		Db
408		873		403		0		5		5

409		844		396		0		13		13

410		2838		393		1		16		17

410		2832		391		0		19		19

410		2859		399		2		9		11

410		2852		397		0		13		13

411		2445		218		0		193		193

411		2858		399		0		12		12

411		2840		396		0		15		15

411		866		401		1		9		10

411		855		399		1		11		12

413		2790		379		0		34		34

413		2461		221		0		192		192

413		848		397		0		16		16

414		2459		221		0		193		193

414		2853		397		0		17		17

414		2535		256		0		158		158

414		2239		129		18		267		285

414		858		399		1		14		15

414		863		401		1		12		13

414		865		401		1		12		13

415		2448		220		35		160		195

416		2793		381		0		35		35

416		2386		193		0		223		223

416		2879		407		0		9		9

416		841		396		0		20		20

417		2785		379		0		38		38

418		2860		399		1		18		19

418		881		407		0		11		11

419		888		411		0		8		8

419		887		411		0		8		8

419		886		411		0		8		8

420		2873		403		0		17		17

420		2868		403		2		15		17

420		857		399		0		21		21

421		2801		384		1		36		37

421		2887		411		1		9		10

421		2867		401		0		20		20

422		2813		386		1		35		36

422		2807		385		1		36		37

422		2872		403		0		19		19

422		2249		130		0		292		292

422		2863		401		0		21		21

422		2305		152		0		270		270

422		877		407		0		15		15

423		2884		411		0		12		12

423		856		399		0		24		24

423		872		403		0		20		20

424		2818		386		1		37		38

424		2810		385		1		38		39

424		2888		411		0		13		13

424		869		403		0		21		21

425		889		411		0		14		14

426		875		403		1		22		23

426		884		411		0		15		15

426		845		396		0		30		30

427		2848		397		2		28		30

427		883		411		0		16		16

427		907		422		0		5		5

428		2799		384		1		43		44

428		2825		387		1		40		41

428		2834		393		2		33		35

428		2826		391		2		35		37

428		2304		152		0		276		276

428		2882		411		1		16		17

428		902		421		0		7		7

429		2846		396		2		31		33

429		2900		421		0		8		8

429		868		401		1		27		28

430		2844		396		2		32		34

430		2899		421		0		9		9

430		834		393		0		37		37

431		2823		387		1		43		44

